
0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4274146.54556004596984212375,256765.03870846846608395349
0x0000000000085d4780b73119b644ae5ecd22b376,TUSD,1673122.4017081142605311572,283110.04489200398605559101
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6647426.83993611266341389077,1152280.00123775769441809332
0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,4148370.49774060450513883895,208017.43592120838055635855
0x57ab1ec28d129707052df4df418d58a2d46d5f51,SUSD,827710.05792882100964662272,70366.40934888664786054569
0x0d8775f648430679a709e98d2b0cb6250d2887ef,BAT,141643.39410089758909363272,550.72869267211433165306
0x514910771af9ca656af840dff83e8264ecf986ca,LINK,2807780.97022422017588133503,9719.29421488731577723522
0xdd974d5c2e2928dea5f71b9825b8b646686bd200,KNC,69957.3649411700900654129,893.36655086167010228494
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,358263.39355273728800876752,1365.94401171464903328088
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,MANA,105980.23293210459840768461,6300.74697889744362937265
0xe41d2489571d322189246dafa5ebde1f4699f498,ZRX,32510.90365302315745749759,644.47333401652276659048
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,244070.60253426019676597891,20595.13078727982984185832
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,537838.18216062268011157244,4631.19053434630074252494
0x4fabb145d64652a948d72533023f6e7a623c7c53,BUSD,1830897.71222501088279386234,160880.52174262943889489967
0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,ENJ,55447.88352527077640500866,1108.47670734041270435678
0x408e41876cccdc0f92210600ef50372656052a38,REN,13488.58876256673364912919,748.32476234337559874678
0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,YFI,175472.2421334143193254469,10316.08002261232825596319
0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,72576.4216341312284796456,0
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,19355.81682337080428831003,0
0xdac17f958d2ee523a2206206994597c13d831ec7,AUSDT,326764312.16835915832345975508,269908553.65796997712255275648
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,AWBTC,706721036.02451926771692507225,66226337.18857985421946148605
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,AWETH,1457068770.5320752529612842338,668739146.41914872903060088002
0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,AYFI,7652723.73997293762211868649,916255.98498376049384024224
0xe41d2489571d322189246dafa5ebde1f4699f498,AZRX,13339984.04994145021159667737,173866.30233068397987111373
0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,AUNI,18902590.39088482015121259494,1208586.50348815470536936882
0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAAVE,131523062.58155347466457400599,0
0x0d8775f648430679a709e98d2b0cb6250d2887ef,ABAT,4007718.43165976106993261777,349364.24258858524337329826
0x4fabb145d64652a948d72533023f6e7a623c7c53,ABUSD,16673255.39045410846371652462,11264810.06806217729696376788
0x6b175474e89094c44da98b954eedeac495271d0f,ADAI,174525009.26178741296420003095,103863600.05801356974570213522
0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,AENJ,3185758.58116713155404341125,333290.82438108463706794655
0xdd974d5c2e2928dea5f71b9825b8b646686bd200,AKNC,96004.34858695803092097759,23378.37327780969441861923
0x514910771af9ca656af840dff83e8264ecf986ca,ALINK,95454726.51519998790448843659,13030867.15099155299818897414
0x0f5d2fb29fb7d3cfee444a200298f468908cc942,AMANA,7830322.60832611599561962915,711223.18218352867585387256
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,AMKR,13118090.14155206205003665138,636579.25456826136077689205
0x408e41876cccdc0f92210600ef50372656052a38,AREN,561226.20688143253694917525,89094.42805445606548759322
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,ASNX,10050071.04686769186199290686,6511378.90500157854596925419
0x57ab1ec28d129707052df4df418d58a2d46d5f51,ASUSD,3793617.22834329564847637024,1557921.48716988595965898501
0x0000000000085d4780b73119b644ae5ecd22b376,ATUSD,10817043.50237048643997208411,5811765.47658353211201304282
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,AUSDC,810465043.35169400835127425317,580639252.67003146213016415662
0xd533a949740bb3306d119cc777fa900ba034cd52,ACRV,123923660.62986654217026697205,45235850.21276795729619338554
0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,AGUSD,1653575.56999999780552001815,1419462.5699999981162141898
0xba100000625a3754423978a60c9317c58a424e3d,ABAL,1985428.74323596170761910957,928415.32005294142094787421
0x8798249c2e607446efb7ad49ec89dd1865ff4272,AXSUSHI,11999997.18195466616932128719,1373.78920591855459377726
0xd5147bc8e386d91cc5dbe72099dac6c9b99276f5,ARENFIL,36577.88102081339020267521,36576.69661538755863103652
0x03ab458634910aad20ef5f1c8ee96f1d6ac54919,ARAI,331056.52300994862989128806,249665.23819151102818035833
0xd46ba6d942050d489dbd938a2c909a5d5039a161,AAMPL,281568.44652403064870287572,35805.63896850044687182381
0x8e870d67f660d95d5be530380d0ec0bd388289e1,AUSDP,1150791.0811716642104214756,729189.94343327524635171287
0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,ADPI,4237495.78280551421237902313,302498.16367549067796039105
0x853d955acef822db058eb8505911ed77f175b99e,AFRAX,10814536.85319910604715318282,6539466.81126993997745848019
0x956f47f50a910163d8bf957cf5846d573e7f87ca,AFEI,19494.22428865869257316124,14948.22773558308067866747
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,AAMMWETH,1884758.36920366578347223583,437005.50768578704616555223
0x6b175474e89094c44da98b954eedeac495271d0f,AAMMDAI,364759.12308156371477579714,279867.31725724909326562276
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,AAMMUSDC,1438115.58614082757926500725,671696.2189318968202233501
0xdac17f958d2ee523a2206206994597c13d831ec7,AAMMUSDT,228425.91291995232018742739,154352.9486825616090992598
0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,AAMMWBTC,1013549.19317327461189620496,120541.82484274538177690386
0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,AAMMUNIDAIWETH,714.89796140874334303664,0
0xbb2b8038a1640196fbe3e38816f3e67cba72d940,AAMMUNIWBTCWETH,291.90527448557697213931,0
0xdfc14d2af169b0d36c4eff567ada9b2e0cae044f,AAMMUNIAAVEWETH,145.09938977652921564585,0
0xb6909b960dbbe7392d405429eb2b3649752b4838,AAMMUNIBATWETH,0,0
0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5,AAMMUNIDAIUSDC,20.46252260622522658434,0
0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,AAMMUNICRVWETH,0.02487423167168415071,0
0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,AAMMUNILINKWETH,52449.23164232774974040397,0
0xc2adda861f89bbb333c90c492cb837741916a225,AAMMUNIMKRWETH,1716.54784805779900977149,0
0x8bd1661da98ebdd3bd080f0be4e6d9be8ce9858c,AAMMUNIRENWETH,0,0
0x43ae24960e5534731fc831386c07755a2dc33d47,AAMMUNISNXWETH,0,0
0xd3d2e2692501a5c9ca623199d38826e513033a17,AAMMUNIUNIWETH,1395.4806305413151251532,0
0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,AAMMUNIUSDCWETH,53.54691070201997204367,0
0x004375dff511095cc5a197a54140a24efef3a416,AAMMUNIWBTCUSDC,710.18985462268862498562,0
0x2fdbadf3c4d5a8666bc06645b8358ab803996e28,AAMMUNIYFIWETH,61992.09796404663693974822,0
0x1eff8af5d577060ba4ac8a29a13525bb0ee2a3d5,AAMMBPTWBTCWETH,5098.33505762178294652894,0
0x59a19d8c652fa0284f44113d0ff9aba70bd46fb4,AAMMBPTBALWETH,14217.7091412244910113071,0
